feature,perm_importance
Height_cm,0.017111111111111056
Shot_Speed_m_s,0.01433333333333327
Weight_kg,-0.013111111111111162
Gyroscope_Y_deg_s,0.01266666666666661
Accelerometer_Z_m_s2,0.012111111111111057
Age,0.010222222222222178
Release_Timing_ms,0.009666666666666617
Shot_Type_encoded,0.006777777777777727
Accelerometer_X_m_s2,-0.005444444444444492
Distance_from_Basket_m,-0.005222222222222269
