feature,perm_importance
Accelerometer_X_m_s2,0.016333333333333293
Distance_from_Basket_m,-0.014777777777777827
Shot_Type_encoded,-0.014666666666666698
Weight_kg,0.01222222222222218
Release_Angle_deg,-0.011555555555555607
Gyroscope_Z_deg_s,-0.011111111111111167
Follow_Through_Angle_deg,-0.010333333333333368
Age,-0.00622222222222227
Accelerometer_Z_m_s2,0.005555555555555521
Arc_Radius_m,-0.005333333333333383
